date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:46:25	1597/1597	---M-Z	200	added ('OK')	image/svg+xml	etag:%22a5dc5019c8d65fef4fd2a61f9f0d95e0%22	https://assets.jwwb.nl/assets/website-rendering/module-files/flag-icons/flags/4x3/au.svg?bust=dc25bf8b44e402f1e074	C:/My%20Web%20Sites/pagina_web_heart_avenue/assets.jwwb.nl/assets/website-rendering/module-files/flag-icons/flags/4x3/audb22.svg	(from https://assets.jwwb.nl/assets/website-rendering/main.9f53d3f25b11e60c5364.css?bust=bfb75e000769e3f6e027)
20:46:25	287/287	---M-Z	200	added ('OK')	image/svg+xml	etag:%22990b82dc767029ded2da656cf86cf5c6%22	https://assets.jwwb.nl/assets/website-rendering/module-files/flag-icons/flags/4x3/be.svg?bust=6cac03795313d7c043bb	C:/My%20Web%20Sites/pagina_web_heart_avenue/assets.jwwb.nl/assets/website-rendering/module-files/flag-icons/flags/4x3/bec53f.svg	(from https://assets.jwwb.nl/assets/website-rendering/main.9f53d3f25b11e60c5364.css?bust=bfb75e000769e3f6e027)
20:46:25	724/724	---M-Z	200	added ('OK')	image/svg+xml	etag:%228231a08748633afc66ebf815c92da0f6%22	https://assets.jwwb.nl/assets/website-rendering/module-files/flag-icons/flags/4x3/ca.svg?bust=ad1527142564751eb7b8	C:/My%20Web%20Sites/pagina_web_heart_avenue/assets.jwwb.nl/assets/website-rendering/module-files/flag-icons/flags/4x3/ca0bc2.svg	(from https://assets.jwwb.nl/assets/website-rendering/main.9f53d3f25b11e60c5364.css?bust=bfb75e000769e3f6e027)
20:46:25	294/294	---M-Z	200	added ('OK')	image/svg+xml	etag:%22a8029e8bd332999c339dcdf2ee6ecb76%22	https://assets.jwwb.nl/assets/website-rendering/module-files/flag-icons/flags/4x3/ch.svg?bust=0d84f2aff4cb8fb5193b	C:/My%20Web%20Sites/pagina_web_heart_avenue/assets.jwwb.nl/assets/website-rendering/module-files/flag-icons/flags/4x3/ch7909.svg	(from https://assets.jwwb.nl/assets/website-rendering/main.9f53d3f25b11e60c5364.css?bust=bfb75e000769e3f6e027)
20:46:26	222/222	---M-Z	200	added ('OK')	image/svg+xml	etag:%22a50197de9415987dae1414b528128da1%22	https://assets.jwwb.nl/assets/website-rendering/module-files/flag-icons/flags/4x3/de.svg?bust=a491da9c1549a36b293a	C:/My%20Web%20Sites/pagina_web_heart_avenue/assets.jwwb.nl/assets/website-rendering/module-files/flag-icons/flags/4x3/de89d6.svg	(from https://assets.jwwb.nl/assets/website-rendering/main.9f53d3f25b11e60c5364.css?bust=bfb75e000769e3f6e027)
20:46:26	236/236	---M-Z	200	added ('OK')	image/svg+xml	etag:%221fee57c5bc9390fb7e0bba02d56bef47%22	https://assets.jwwb.nl/assets/website-rendering/module-files/flag-icons/flags/4x3/dk.svg?bust=33bba71c12896b2df189	C:/My%20Web%20Sites/pagina_web_heart_avenue/assets.jwwb.nl/assets/website-rendering/module-files/flag-icons/flags/4x3/dkd0f4.svg	(from https://assets.jwwb.nl/assets/website-rendering/main.9f53d3f25b11e60c5364.css?bust=bfb75e000769e3f6e027)
20:46:26	91908/91908	---M-Z	200	added ('OK')	image/svg+xml	etag:%224ca3a4ecc3c46cdc1b1ea1ab61359ad3%22	https://assets.jwwb.nl/assets/website-rendering/module-files/flag-icons/flags/4x3/es.svg?bust=426a1551c98dbbe2a847	C:/My%20Web%20Sites/pagina_web_heart_avenue/assets.jwwb.nl/assets/website-rendering/module-files/flag-icons/flags/4x3/es0c23.svg	(from https://assets.jwwb.nl/assets/website-rendering/main.9f53d3f25b11e60c5364.css?bust=bfb75e000769e3f6e027)
20:46:26	234/234	---M-Z	200	added ('OK')	image/svg+xml	etag:%224dddc736d86a8448987bdd12a1c1cc0a%22	https://assets.jwwb.nl/assets/website-rendering/module-files/flag-icons/flags/4x3/fi.svg?bust=4dc3dbe18574c3b3c8a6	C:/My%20Web%20Sites/pagina_web_heart_avenue/assets.jwwb.nl/assets/website-rendering/module-files/flag-icons/flags/4x3/fif272.svg	(from https://assets.jwwb.nl/assets/website-rendering/main.9f53d3f25b11e60c5364.css?bust=bfb75e000769e3f6e027)
20:46:27	289/289	---M-Z	200	added ('OK')	image/svg+xml	etag:%22bef1e301d32711444387db44e782adc4%22	https://assets.jwwb.nl/assets/website-rendering/module-files/flag-icons/flags/4x3/fr.svg?bust=cc4d943dbac895a562d1	C:/My%20Web%20Sites/pagina_web_heart_avenue/assets.jwwb.nl/assets/website-rendering/module-files/flag-icons/flags/4x3/frc2e4.svg	(from https://assets.jwwb.nl/assets/website-rendering/main.9f53d3f25b11e60c5364.css?bust=bfb75e000769e3f6e027)
20:46:27	535/535	---M-Z	200	added ('OK')	image/svg+xml	etag:%22e6143f617b44e68d423bed136fce8949%22	https://assets.jwwb.nl/assets/website-rendering/module-files/flag-icons/flags/4x3/gb.svg?bust=fcfef6780b36bef53738	C:/My%20Web%20Sites/pagina_web_heart_avenue/assets.jwwb.nl/assets/website-rendering/module-files/flag-icons/flags/4x3/gbee25.svg	(from https://assets.jwwb.nl/assets/website-rendering/main.9f53d3f25b11e60c5364.css?bust=bfb75e000769e3f6e027)
20:46:27	289/289	---M-Z	200	added ('OK')	image/svg+xml	etag:%221c7fa4bed6498595522cbb5178cf9cc6%22	https://assets.jwwb.nl/assets/website-rendering/module-files/flag-icons/flags/4x3/ie.svg?bust=1c12635a2932de4b8036	C:/My%20Web%20Sites/pagina_web_heart_avenue/assets.jwwb.nl/assets/website-rendering/module-files/flag-icons/flags/4x3/ieb191.svg	(from https://assets.jwwb.nl/assets/website-rendering/main.9f53d3f25b11e60c5364.css?bust=bfb75e000769e3f6e027)
20:46:27	289/289	---M-Z	200	added ('OK')	image/svg+xml	etag:%22c08a2da07f2c5a52da29268db93d165b%22	https://assets.jwwb.nl/assets/website-rendering/module-files/flag-icons/flags/4x3/it.svg?bust=1d72a5dec3acd0737635	C:/My%20Web%20Sites/pagina_web_heart_avenue/assets.jwwb.nl/assets/website-rendering/module-files/flag-icons/flags/4x3/itc7ba.svg	(from https://assets.jwwb.nl/assets/website-rendering/main.9f53d3f25b11e60c5364.css?bust=bfb75e000769e3f6e027)
20:46:27	95406/95406	---M-Z	200	added ('OK')	image/svg+xml	etag:%221b948e57e333ea97b017e9258dc32c76%22	https://assets.jwwb.nl/assets/website-rendering/module-files/flag-icons/flags/4x3/mx.svg?bust=d326007cf87dba95a56c	C:/My%20Web%20Sites/pagina_web_heart_avenue/assets.jwwb.nl/assets/website-rendering/module-files/flag-icons/flags/4x3/mx61b5.svg	(from https://assets.jwwb.nl/assets/website-rendering/main.9f53d3f25b11e60c5364.css?bust=bfb75e000769e3f6e027)
20:46:28	221/221	---M-Z	200	added ('OK')	image/svg+xml	etag:%22bada2850f92d755f70f802aff51d17d7%22	https://assets.jwwb.nl/assets/website-rendering/module-files/flag-icons/flags/4x3/nl.svg?bust=f685765a298db5ba59fd	C:/My%20Web%20Sites/pagina_web_heart_avenue/assets.jwwb.nl/assets/website-rendering/module-files/flag-icons/flags/4x3/nl828e.svg	(from https://assets.jwwb.nl/assets/website-rendering/main.9f53d3f25b11e60c5364.css?bust=bfb75e000769e3f6e027)
20:46:28	318/318	---M-Z	200	added ('OK')	image/svg+xml	etag:%22f916e66fd4723d7b98979d330bdab4d4%22	https://assets.jwwb.nl/assets/website-rendering/module-files/flag-icons/flags/4x3/no.svg?bust=859a13561a1b24bfa65f	C:/My%20Web%20Sites/pagina_web_heart_avenue/assets.jwwb.nl/assets/website-rendering/module-files/flag-icons/flags/4x3/noc647.svg	(from https://assets.jwwb.nl/assets/website-rendering/main.9f53d3f25b11e60c5364.css?bust=bfb75e000769e3f6e027)
20:46:28	2885/2885	---M-Z	200	added ('OK')	image/svg+xml	etag:%222f1ba068f6a71e427e75400956c2c5c4%22	https://assets.jwwb.nl/assets/website-rendering/module-files/flag-icons/flags/4x3/nz.svg?bust=dd987077e71e1288a73d	C:/My%20Web%20Sites/pagina_web_heart_avenue/assets.jwwb.nl/assets/website-rendering/module-files/flag-icons/flags/4x3/nzcdee.svg	(from https://assets.jwwb.nl/assets/website-rendering/main.9f53d3f25b11e60c5364.css?bust=bfb75e000769e3f6e027)
20:46:28	219/219	---M-Z	200	added ('OK')	image/svg+xml	etag:%22263bfd88d7e9d22f2dd2a44d320b2564%22	https://assets.jwwb.nl/assets/website-rendering/module-files/flag-icons/flags/4x3/pl.svg?bust=f7adaa942c63ca98f1d2	C:/My%20Web%20Sites/pagina_web_heart_avenue/assets.jwwb.nl/assets/website-rendering/module-files/flag-icons/flags/4x3/pl0b42.svg	(from https://assets.jwwb.nl/assets/website-rendering/main.9f53d3f25b11e60c5364.css?bust=bfb75e000769e3f6e027)
20:46:28	8363/8363	---M-Z	200	added ('OK')	image/svg+xml	etag:%2213d21dadf2810f4d438eaadfcb0922de%22	https://assets.jwwb.nl/assets/website-rendering/module-files/flag-icons/flags/4x3/pt.svg?bust=a36b3d87508ad8f6a6bc	C:/My%20Web%20Sites/pagina_web_heart_avenue/assets.jwwb.nl/assets/website-rendering/module-files/flag-icons/flags/4x3/pt70f4.svg	(from https://assets.jwwb.nl/assets/website-rendering/main.9f53d3f25b11e60c5364.css?bust=bfb75e000769e3f6e027)
20:46:29	213/213	---M-Z	200	added ('OK')	image/svg+xml	etag:%227f645da0827887a4eed5a9ec87edd7fc%22	https://assets.jwwb.nl/assets/website-rendering/module-files/flag-icons/flags/4x3/se.svg?bust=e9e24cfb2d85c7e39aaf	C:/My%20Web%20Sites/pagina_web_heart_avenue/assets.jwwb.nl/assets/website-rendering/module-files/flag-icons/flags/4x3/sef112.svg	(from https://assets.jwwb.nl/assets/website-rendering/main.9f53d3f25b11e60c5364.css?bust=bfb75e000769e3f6e027)
20:46:29	4458/4458	---M-Z	200	added ('OK')	image/svg+xml	etag:%223971a3be7c7fc251262edc6628b510e5%22	https://assets.jwwb.nl/assets/website-rendering/module-files/flag-icons/flags/4x3/us.svg?bust=8886b28b10e3ec0756a9	C:/My%20Web%20Sites/pagina_web_heart_avenue/assets.jwwb.nl/assets/website-rendering/module-files/flag-icons/flags/4x3/usa5fe.svg	(from https://assets.jwwb.nl/assets/website-rendering/main.9f53d3f25b11e60c5364.css?bust=bfb75e000769e3f6e027)
20:46:29	555/555	---M-Z	200	added ('OK')	image/svg+xml	etag:%22bd9d1830bb3a527b1ce13d87ca62715c%22	https://assets.jwwb.nl/assets/website-rendering/module-files/flag-icons/flags/4x3/xx.svg?bust=05e0208dd04ae4cb0bc1	C:/My%20Web%20Sites/pagina_web_heart_avenue/assets.jwwb.nl/assets/website-rendering/module-files/flag-icons/flags/4x3/xxfd64.svg	(from https://assets.jwwb.nl/assets/website-rendering/main.9f53d3f25b11e60c5364.css?bust=bfb75e000769e3f6e027)
20:46:29	1895/1895	---M--	200	added ('OK')	image/png	etag:%225370f60200f9044df3db1439045a0183%22	https://assets.jwwb.nl/assets/website-rendering/img/content-empty.png?bust=5370f60200f9044df3db	C:/My%20Web%20Sites/pagina_web_heart_avenue/assets.jwwb.nl/assets/website-rendering/img/content-emptya80e.png	(from https://assets.jwwb.nl/assets/website-rendering/main.9f53d3f25b11e60c5364.css?bust=bfb75e000769e3f6e027)
20:46:30	2521/2521	---M--	200	added ('OK')	image/png	date:Tue,%2018%20May%202021%2019:15:00%20GMT	https://maps.gstatic.com/mapfiles/api-3/images/powered-by-google-on-white2.png	C:/My%20Web%20Sites/pagina_web_heart_avenue/maps.gstatic.com/mapfiles/api-3/images/powered-by-google-on-white2.png	(from https://assets.jwwb.nl/assets/website-rendering/main.9f53d3f25b11e60c5364.css?bust=bfb75e000769e3f6e027)
20:46:30	0/-1	---M--	301	error ('')			https://www.heartavenueassociation.com/our-work-impact	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/our-work-impact.57.delayed	(from https://www.heartavenueassociation.com/volunteer)
20:46:32	59041/59041	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Aug%202026%2001:46:31%20GMT	https://www.heartavenueassociation.com/'https://primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-sun-jun-28-2026-01-43-32-gmt-0500-colombia-standard-time-standard-coi3op.png?enable-io=true&fit=bounds&width=1920&height=1920'	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/'https_/primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-sun-jun-28-2026-01-43-32-gmt-0500-colombia-standard-time-standard-coi3op.580450.delayed	(from https://www.heartavenueassociation.com/volunteer)
20:46:32	0/-1	---M--	301	error ('')			https://www.heartavenueassociation.com/our-work-impact	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/our-work-impact.59.delayed	(from https://www.heartavenueassociation.com/volunteer/remote-volunteer)
20:46:33	58865/58865	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Aug%202026%2001:46:33%20GMT	https://www.heartavenueassociation.com/'https://i.vimeocdn.com/video/2174361728-809cd54ecff3c001d12b4aea27d3ba5c073ae6753b4261a9d935aa4248cb8f85-d_1920x1080?&r=pad&region=us'	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/'https_/i.vimeocdn.com/video/2174361728-809cd54ecff3c001d12b4aea27d3ba5c073ae6753b4261a9d935aa4248cb8f85-d_1920x1080.5a4c74.delayed	(from https://www.heartavenueassociation.com/volunteer/remote-volunteer)
20:46:33	0/-1	---M--	301	error ('')			https://www.heartavenueassociation.com/our-work-impact	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/our-work-impact.5b.delayed	(from https://www.heartavenueassociation.com/volunteer/volunteer-in-peru)
20:46:34	58865/58865	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Aug%202026%2001:46:34%20GMT	https://www.heartavenueassociation.com/'https://i.vimeocdn.com/video/2174364843-8e362de78d60f975728f168526af84e5eb5d20ae80965bdbc7a3854376018067-d_1920x1080?&r=pad&region=us'	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/'https_/i.vimeocdn.com/video/2174364843-8e362de78d60f975728f168526af84e5eb5d20ae80965bdbc7a3854376018067-d_1920x1080.5c4c74.delayed	(from https://www.heartavenueassociation.com/volunteer/volunteer-in-peru)
20:46:35	626703/626703	---M--	200	added ('OK')	image/png	etag:%22v89NLlNy9Sl92xtYuMkk2cgnwvm0T6n3gwuxoXASezE%22	https://primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/convocatoria-high.png?enable-io=true&enable=upscale&crop=1.6551%3A1%2Coffset-y71&width=800	C:/My%20Web%20Sites/pagina_web_heart_avenue/primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/convocatoria-high8490.png	(from https://www.heartavenueassociation.com/volunteer/volunteer-in-peru)
20:46:35	0/-1	---M--	301	error ('')			https://www.heartavenueassociation.com/our-work-impact	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/our-work-impact.5f.delayed	(from https://www.heartavenueassociation.com/about-us-our-work/donate)
20:46:35	627889/627889	---M--	200	added ('OK')	image/png	etag:%22mbX1SStFYCVTNb0mx13f9mF4v/BExZUQ6iI/YfoHRp4%22	https://primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/edelweiss-doc-1-high-908h06.png?enable-io=true&enable=upscale&crop=1.4316%3A1%2Coffset-y100&width=800	C:/My%20Web%20Sites/pagina_web_heart_avenue/primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/edelweiss-doc-1-high-908h06730e.png	(from https://www.heartavenueassociation.com/volunteer/volunteer-in-peru)
20:46:36	58865/58865	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Aug%202026%2001:46:36%20GMT	https://www.heartavenueassociation.com/'https://i.vimeocdn.com/video/2174252138-a0ff562d344a8497102f9a78b04627dd9cf664c538bbfa21158bbef6427eb0fd-d_1920x1080?&r=pad&region=us'	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/'https_/i.vimeocdn.com/video/2174252138-a0ff562d344a8497102f9a78b04627dd9cf664c538bbfa21158bbef6427eb0fd-d_1920x1080.604c74.delayed	(from https://www.heartavenueassociation.com/about-us-our-work/donate)
20:46:36	184032/184032	---M--	200	added ('OK')	image/png	etag:%22oj9/sNh8/IEZhbT9m6Hqg3CLg7a6XM5wug5m6KUlcbI%22	https://primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-tue-jun-30-2026-00-41-40-gmt-0500-colombia-standard-time-high.png?enable-io=true&enable=upscale&crop=0.8235%3A1&width=800	C:/My%20Web%20Sites/pagina_web_heart_avenue/primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-tue-jun-30-2026-00-41-40-gmt-0500-colombia-standard-time-high1c33.png	(from https://www.heartavenueassociation.com/about-us-our-work/donate)
20:46:37	0/-1	---M--	301	error ('')			https://www.heartavenueassociation.com/our-work-impact	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/our-work-impact.63.delayed	(from https://www.heartavenueassociation.com/blog-journalism)
20:46:37	60568/60568	---M--	200	added ('OK')	image/png	etag:%22l1MPMJ2bWDRbGy57CzfAwsPQuoNG17uiqJ0LfUP4VR8%22	https://primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-tue-jun-30-2026-02-13-02-gmt-0500-colombia-standard-time-standard.png	C:/My%20Web%20Sites/pagina_web_heart_avenue/primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-tue-jun-30-2026-02-13-02-gmt-0500-colombia-standard-time-standard.png	(from https://www.heartavenueassociation.com/about-us-our-work/donate)
20:46:38	59013/59013	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2001%20Aug%202026%2001:46:38%20GMT	https://www.heartavenueassociation.com/'https://primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-sun-jun-28-2026-01-59-22-gmt-0500-colombia-standard-time-standard.png?enable-io=true&fit=bounds&width=1920&height=1920'	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/'https_/primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-sun-jun-28-2026-01-59-22-gmt-0500-colombia-standard-time-standard.640450.delayed	(from https://www.heartavenueassociation.com/blog-journalism)
20:46:40	78152/78152	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202026%2001:46:39%20GMT	https://www.heartavenueassociation.com/blog-journalism/3246510_son-la-luz-y-el-brillo-lo-mas-cercano-a-la-divinidad	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/blog-journalism/3246510_son-la-luz-y-el-brillo-lo-mas-cercano-a-la-divinidad.html	(from https://www.heartavenueassociation.com/blog-journalism)
20:46:41	79937/79937	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202026%2001:46:40%20GMT	https://www.heartavenueassociation.com/blog-journalism/3246490_el-centro-compartido-frente-a-la-verticalidad-y-el-retorno-a-la-tribu	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/blog-journalism/3246490_el-centro-compartido-frente-a-la-verticalidad-y-el-retorno-a-la-tribu.html	(from https://www.heartavenueassociation.com/blog-journalism)
20:46:42	76894/76894	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202026%2001:46:41%20GMT	https://www.heartavenueassociation.com/blog-journalism/3246482_como-influyen-los-colores-de-nuestras-ciudades-en-el-diseno-grafico-actual	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/blog-journalism/3246482_como-influyen-los-colores-de-nuestras-ciudades-en-el-diseno-grafico-actual.html	(from https://www.heartavenueassociation.com/blog-journalism)
20:46:42	510/510	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Aug%202026%2001:46:42%20GMT	https://www.heartavenueassociation.com/blog-journalism/society-and-current-affairs	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/blog-journalism/society-and-current-affairs.68.delayed	(from https://www.heartavenueassociation.com/blog-journalism)
20:46:43	510/510	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Aug%202026%2001:46:43%20GMT	https://www.heartavenueassociation.com/blog-journalism/arts-humanities-departaments	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/blog-journalism/arts-humanities-departaments.69.delayed	(from https://www.heartavenueassociation.com/blog-journalism)
20:46:44	526/526	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Aug%202026%2001:46:44%20GMT	https://www.heartavenueassociation.com/blog-journalism/essays-departament-of-sociology	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/blog-journalism/essays-departament-of-sociology.6a.delayed	(from https://www.heartavenueassociation.com/blog-journalism)
20:46:45	546/546	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2001%20Aug%202026%2001:46:45%20GMT	https://www.heartavenueassociation.com/blog-journalism/department-of-science-and-innovation	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/blog-journalism/department-of-science-and-innovation.6b.delayed	(from https://www.heartavenueassociation.com/blog-journalism)
20:46:45	0/-1	---M--	301	error ('')			https://www.heartavenueassociation.com/our-work-impact	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/our-work-impact.6c.delayed	(from https://www.heartavenueassociation.com/society-and-current-affairs)
20:46:46	542322/542322	---M--	200	added ('OK')	image/png	etag:%22aR9+qvO4ItAs1Zx+VAxJgrJ9rUWO+0sr1j4FTQMLsZM%22	https://primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-sat-jun-27-2026-23-35-35-gmt-0500-colombia-standard-time-standard.png	C:/My%20Web%20Sites/pagina_web_heart_avenue/primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-sat-jun-27-2026-23-35-35-gmt-0500-colombia-standard-time-standard.png	(from https://www.heartavenueassociation.com/society-and-current-affairs)
20:46:46	85263/85263	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202026%2001:46:46%20GMT	https://www.heartavenueassociation.com/blog-journalism/3246520_la-dictadura-del-me-gusta-el-desuso-del-criterio-propio-en-las-camaras-de-eco	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/blog-journalism/3246520_la-dictadura-del-me-gusta-el-desuso-del-criterio-propio-en-las-camaras-de-eco.html	(from https://www.heartavenueassociation.com/society-and-current-affairs)
20:46:47	0/-1	---M--	301	error ('')			https://www.heartavenueassociation.com/our-work-impact	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/our-work-impact.71.delayed	(from https://www.heartavenueassociation.com/arts-humanities-departament)
20:46:47	58359/58359	---M--	200	added ('OK')	image/jpeg	etag:%22yZ8/+05JrQfUJuIcUcXKDmVJjsg5zCOIloBlP/sEPo0%22	https://primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/d8f04d4f333a030ac8fbc63e692a78a6-standard.jpg	C:/My%20Web%20Sites/pagina_web_heart_avenue/primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/d8f04d4f333a030ac8fbc63e692a78a6-standard.jpg	(from https://www.heartavenueassociation.com/society-and-current-affairs)
20:46:48	83832/83832	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202026%2001:46:47%20GMT	https://www.heartavenueassociation.com/blog-journalism/3246288_el-movimiento-4b-coreano-una-utopia-en-latinoamerica-o-una-posibilidad-contra-el-sistema	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/blog-journalism/3246288_el-movimiento-4b-coreano-una-utopia-en-latinoamerica-o-una-posibilidad-contra-el-sistema.html	(from https://www.heartavenueassociation.com/society-and-current-affairs)
20:46:48	592881/592881	---M--	200	added ('OK')	image/png	etag:%22cKcFsdeD76cdc6+MO069NUN8jEr1Zpsu9M2sq+dUy2E%22	https://primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-sat-jun-27-2026-22-59-07-gmt-0500-colombia-standard-time-standard.png	C:/My%20Web%20Sites/pagina_web_heart_avenue/primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-sat-jun-27-2026-22-59-07-gmt-0500-colombia-standard-time-standard.png	(from https://www.heartavenueassociation.com/arts-humanities-departament)
20:46:49	77428/77428	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202026%2001:46:48%20GMT	https://www.heartavenueassociation.com/blog-journalism/3246507_colgar-el-dolor-al-sol-el-arte-sanador-de-monica-mayer	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/blog-journalism/3246507_colgar-el-dolor-al-sol-el-arte-sanador-de-monica-mayer.html	(from https://www.heartavenueassociation.com/arts-humanities-departament)
20:46:49	653367/653367	---M--	200	added ('OK')	image/png	etag:%22qSsL2OlNrISScKBnKp17PYAOrF5kDY3UnGT7FsWyBAM%22	https://primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-sat-jun-27-2026-22-09-28-gmt-0500-colombia-standard-time-standard.png	C:/My%20Web%20Sites/pagina_web_heart_avenue/primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-sat-jun-27-2026-22-09-28-gmt-0500-colombia-standard-time-standard.png	(from https://www.heartavenueassociation.com/arts-humanities-departament)
20:46:50	77305/77305	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202026%2001:46:49%20GMT	https://www.heartavenueassociation.com/blog-journalism/3246496_el-arte-como-medicina-en-ayacucho-puede-un-pincel-sanar-lo-que-las-palabras-callan	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/blog-journalism/3246496_el-arte-como-medicina-en-ayacucho-puede-un-pincel-sanar-lo-que-las-palabras-callan.html	(from https://www.heartavenueassociation.com/arts-humanities-departament)
20:46:51	660950/660950	---M--	200	added ('OK')	image/png	etag:%22SAU1G7XXi1bJjL/4SvAH0iXe1W6TyjBcFIE43VGEF/o%22	https://primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-sat-jun-27-2026-21-33-17-gmt-0500-colombia-standard-time-standard.png	C:/My%20Web%20Sites/pagina_web_heart_avenue/primary.jwwb.nl/public/s/d/n/temp-wkqkzshgrmmennlcbgpe/pasted-image-sat-jun-27-2026-21-33-17-gmt-0500-colombia-standard-time-standard.png	(from https://www.heartavenueassociation.com/arts-humanities-departament)
20:46:51	76900/76900	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202026%2001:46:51%20GMT	https://www.heartavenueassociation.com/blog-journalism/3246487_los-gatos-y-egipto-introduccion-a-su-historia	C:/My%20Web%20Sites/pagina_web_heart_avenue/www.heartavenueassociation.com/blog-journalism/3246487_los-gatos-y-egipto-introduccion-a-su-historia.html	(from https://www.heartavenueassociation.com/arts-humanities-departament)
